2018-04-04T09:37:47.187Z - info: Smart Irrigation System is up and running...
2018-04-04T09:37:49.759Z - info: User function triggered, starting execution
User function triggered, starting execution
User function triggered, starting execution
2018-04-04T21:45:20.625Z - info: User function triggered, starting execution
2018-04-04T21:45:20.627Z - info: Execution took 3 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
2018-04-04T21:45:20.629Z - info: Execution took 3 ms, user function completed successfully
2018-04-04T21:45:20.629Z - info: User function triggered, starting execution
2018-04-04T21:45:20.632Z - info: Execution took 6 ms, user function completed successfully
Execution took 9 ms, user function completed successfully
2018-04-04T21:45:20.634Z - info: Execution took 3 ms, user function completed successfully
2018-04-04T21:45:20.646Z - info: User function triggered, starting execution
User function triggered, starting execution
User function triggered, starting execution
User function triggered, starting execution
Execution took 3 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:45:20.650Z - info: Execution took 2 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
2018-04-04T21:45:20.659Z - info: User function triggered, starting execution
User function triggered, starting execution
Execution took 1 ms, user function completed successfully
Execution took 1 ms, user function completed successfully
2018-04-04T21:45:20.660Z - info: User function triggered, starting execution
2018-04-04T21:45:20.661Z - info: User function triggered, starting execution
2018-04-04T21:45:20.661Z - info: User function triggered, starting execution
2018-04-04T21:45:20.663Z - info: Execution took 2 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
2018-04-04T21:45:20.664Z - info: Execution took 2 ms, user function completed successfully
2018-04-04T21:45:24.143Z - info: User function triggered, starting execution
2018-04-04T21:45:24.751Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] has been activated! with sampling time => 60000 millisecs...
2018-04-04T21:45:24.752Z - info: finished activating farm!!!!!!!!!
2018-04-04T21:45:24.756Z - error: FIREBASE WARNING: Exception was thrown by user callback. TypeError: Cannot read property 'redirect' of undefined
    at /home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/api/controllers/farmDetailController.js:570:17
    at /home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/util/dist/cjs/src/deferred.js:52:21
    at /home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/core/Repo.js:503:21
    at Object.exports.exceptionGuard (/home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/core/util/util.js:556:9)
    at Repo.callOnCompleteCallback (/home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/core/Repo.js:501:20)
    at /home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/core/Repo.js:314:23
    at /home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/core/PersistentConnection.js:402:17
    at PersistentConnection.onDataMessage_ (/home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/core/PersistentConnection.js:435:17)
    at Connection.onDataMessage_ (/home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/realtime/Connection.js:262:14)
    at Connection.onPrimaryMessageReceived_ (/home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/realtime/Connection.js:256:18) 
2018-04-04T21:45:24.757Z - error: /home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/core/util/util.js:567
            throw e;
            ^

TypeError: Cannot read property 'redirect' of undefined
    at /home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/api/controllers/farmDetailController.js:570:17
    at /home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/util/dist/cjs/src/deferred.js:52:21
    at /home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/core/Repo.js:503:21
    at Object.exports.exceptionGuard (/home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/core/util/util.js:556:9)
    at Repo.callOnCompleteCallback (/home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/core/Repo.js:501:20)
    at /home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/core/Repo.js:314:23
    at /home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/core/PersistentConnection.js:402:17
    at PersistentConnection.onDataMessage_ (/home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/core/PersistentConnection.js:435:17)
    at Connection.onDataMessage_ (/home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/realtime/Connection.js:262:14)
    at Connection.onPrimaryMessageReceived_ (/home/srikaewa/NodeJSProjects/SmartIrrigationSystem/functions/node_modules/@firebase/database/dist/cjs/src/realtime/Connection.js:256:18)
2018-04-04T21:45:24.767Z - info: Execution took 638 ms, finished with status: 'crash'
2018-04-04T21:45:24.774Z - error: Function worker crashed with exit code: 1
2018-04-04T21:47:25.156Z - info: Smart Irrigation System is up and running...
2018-04-04T21:47:57.147Z - info: User function triggered, starting execution
2018-04-04T21:47:57.540Z - info: Execution took 392 ms, user function completed successfully
2018-04-04T21:47:57.566Z - info: User function triggered, starting execution
2018-04-04T21:47:57.568Z - info: User function triggered, starting execution
2018-04-04T21:47:57.568Z - info: User function triggered, starting execution
2018-04-04T21:47:57.569Z - info: User function triggered, starting execution
2018-04-04T21:47:57.569Z - info: User function triggered, starting execution
2018-04-04T21:47:57.569Z - info: User function triggered, starting execution
2018-04-04T21:47:57.575Z - info: Execution took 7 ms, user function completed successfully
2018-04-04T21:47:57.576Z - info: Execution took 8 ms, user function completed successfully
Execution took 8 ms, user function completed successfully
2018-04-04T21:47:57.577Z - info: Execution took 7 ms, user function completed successfully
2018-04-04T21:47:57.578Z - info: Execution took 9 ms, user function completed successfully
2018-04-04T21:47:57.579Z - info: Execution took 14 ms, user function completed successfully
2018-04-04T21:47:57.589Z - info: User function triggered, starting execution
2018-04-04T21:47:57.590Z - info: User function triggered, starting execution
2018-04-04T21:47:57.590Z - info: User function triggered, starting execution
2018-04-04T21:47:57.591Z - info: User function triggered, starting execution
2018-04-04T21:47:57.591Z - info: User function triggered, starting execution
2018-04-04T21:47:57.592Z - info: User function triggered, starting execution
2018-04-04T21:47:57.593Z - info: Execution took 4 ms, user function completed successfully
2018-04-04T21:47:57.595Z - info: Execution took 3 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:47:57.596Z - info: Execution took 5 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:47:57.605Z - info: User function triggered, starting execution
Execution took 1 ms, user function completed successfully
2018-04-04T21:47:57.608Z - info: User function triggered, starting execution
Execution took 1 ms, user function completed successfully
2018-04-04T21:47:57.614Z - info: User function triggered, starting execution
User function triggered, starting execution
User function triggered, starting execution
User function triggered, starting execution
Execution took 2 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
2018-04-04T21:47:57.618Z - info: User function triggered, starting execution
2018-04-04T21:47:57.621Z - info: Execution took 2 ms, user function completed successfully
User function triggered, starting execution
2018-04-04T21:47:57.622Z - info: Execution took 1 ms, user function completed successfully
2018-04-04T21:47:57.625Z - info: User function triggered, starting execution
2018-04-04T21:47:57.628Z - info: User function triggered, starting execution
User function triggered, starting execution
Execution took 2 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
2018-04-04T21:47:57.640Z - info: Execution took 7 ms, user function completed successfully
2018-04-04T21:47:57.646Z - info: User function triggered, starting execution
Execution took 2 ms, user function completed successfully
2018-04-04T21:47:57.648Z - info: User function triggered, starting execution
Execution took 2 ms, user function completed successfully
2018-04-04T21:47:57.649Z - info: User function triggered, starting execution
2018-04-04T21:47:57.650Z - info: Execution took 1 ms, user function completed successfully
User function triggered, starting execution
2018-04-04T21:47:57.651Z - info: User function triggered, starting execution
2018-04-04T21:47:57.653Z - info: User function triggered, starting execution
Execution took 2 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:47:57.656Z - info: Execution took 2 ms, user function completed successfully
2018-04-04T21:47:58.352Z - info: User function triggered, starting execution
2018-04-04T21:47:59.009Z - info: Execution took 656 ms, user function completed successfully
2018-04-04T21:47:59.043Z - info: User function triggered, starting execution
2018-04-04T21:47:59.043Z - info: User function triggered, starting execution
